url,code,buy_below
https://www.amazon.com/EVGA-GeForce-08G-P5-3785-KL-Cooling-Backplate/dp/B097Z8YWW1/ref=sr_1_1?crid=K5TSUBM7WFH1&keywords=EVGA+GeForce+RTX+3070+Ti+XC3+Ultra+Gaming&qid=1662161215&s=electronics&sprefix=evga+geforce+rtx+3070+ti+xc3+ultra+gaming%2Celectronics%2C176&sr=1-1&ufe=app_do%3Aamzn1.fos.2b70bf2b-6730-4ccf-ab97-eb60747b8daf,EVGA_3070ti,599.99
https://www.amazon.com/XFX-Speedster-MERC319-Graphics-RX-68XTALFD9/dp/B08TJ2BHCQ/ref=sr_1_2?crid=2W4QT0PUVUPF7&keywords=6800XT&qid=1662214006&s=electronics&sprefix=6800xt%2Celectronics%2C211&sr=1-2&ufe=app_do%3Aamzn1.fos.2b70bf2b-6730-4ccf-ab97-eb60747b8dafm,AMD_6800XT,599.99
